timeSeries,Azimuth (rad),Range (km),Speed (km/s),Heading (rad),x-axis,y-axis
3190,0.799652396,141.0838043,0.12,-1.464218476,98.32920716842752,101.17315282914316
3200,0.793318342,140.28065049999998,0.12,-1.551484938,98.404666866812,99.97590931586919
3210,0.787432894,139.407902,0.12,-1.638751401,98.37549277537344,98.7766448166977
3220,0.782041017,138.4709511,0.12,-1.726017864,98.24190692621337,97.58448658490663
3230,0.777186887,137.475692,0.12,-1.813284326,98.00492604496156,96.40850772520277
3240,0.772913608,136.4285088,0.12,-1.900550789,97.66635357512445,95.25765792171491
3250,0.769262871,135.33626139999998,0.12,-1.987817251,97.22876629024961,94.14069606395071
3260,0.766274543,134.20626620000002,0.12,-2.075083714,96.69549448971263,93.06612290589537
3270,0.763986189,133.04627299999999,0.12,-2.162350177,96.070596730331,92.04211646343558
3280,0.762432523,131.8644367,0.12,-2.249616639,95.35882899349733,91.07647006333328
3290,0.761644787,130.6692822,0.12,-2.336883102,94.5656080293455,90.17653291573936
3300,0.761650054,129.4696631,0.12,-2.424149564,93.69697080459702,89.34915402660506
3310,0.762470476,128.27471210000002,0.12,-2.511416027,92.75952815648904,88.60063036188517
3320,0.764122474,127.0937828,0.12,-2.59868249,91.76041467630415,87.93665859495846
3330,0.766615899,125.9363822,0.12,-2.685948952,90.70723412399776,87.36229186095525
3340,0.76995318,124.812094,0.12,-2.773215415,89.60800188792562,86.88190148885067
3350,0.774128493,123.7304914,0.12,-2.860481877,88.47108380775049,86.4991435331441
3360,0.779126988,122.7010405,0.12,-2.94774834,87.30513249519,86.21693093459058
3370,0.784924119,121.7329951,0.12,-3.035014803,86.11902155709706,86.03741175828615
3380,0.791485116,120.8352828,0.12,-3.122281265,84.92177799133685,85.96195200288365
3390,0.798764664,120.0163865,0.12,3.073637579,83.72251349542064,85.99112606848738
3400,0.806706818,119.28422169999999,0.12,2.986371117,82.53035529878355,86.12471190565051
3410,0.815245211,118.6460136,0.12,2.899104654,81.35437634687997,86.36169285268558
3420,0.824303574,118.108178,0.12,2.811838192,80.20352664292969,86.70026542356459
3430,0.833796591,117.6762087,0.12,2.724571729,79.08656477658766,87.13785265798417
3440,0.843631086,117.3545776,0.12,2.637305266,78.01199158257526,87.67112439677403
3450,0.853707514,117.14664900000001,0.12,2.550038804,76.98798507335387,88.29602214298357
3460,0.86392171,117.054614,0.12,2.462772341,76.02233875375504,89.007789934917
3470,0.874166845,117.0794465,0.12,2.375505879,75.12240158764855,89.80101097677255
3480,0.884335483,117.2208834,0.12,2.288239416,74.29502273428935,90.66964818497878
3490,0.894321679,117.4774302,0.12,2.200972953,73.54649902014172,91.60709081875794
3500,0.894321679,117.4774302,0.12,2.200972953,73.54649902014172,91.60709081875794
3510,0.904155576,117.7964268,0.12,2.200972953,72.83935406382925,92.57659891361251
3520,0.913935416,118.1267528,0.12,2.200972953,72.13220910897182,93.54610700682244
3530,0.923659789,118.46831350000001,0.12,2.200972953,71.42506414031674,94.51561519709811
3540,0.933327341,118.8210119,0.12,2.200972953,70.71791920986543,95.48512329974176
3550,0.942936778,119.1847491,0.12,2.200972953,70.01077426292555,96.45463133067086
3560,0.952486865,119.55942449999999,0.12,2.200972953,69.30362928872844,97.4241394839169
3570,0.961976424,119.94493550000001,0.12,2.200972953,68.5964842748992,98.39364764669857
3580,0.971404335,120.341178,0.12,2.200972953,67.88933933537444,99.36315578238276
3590,0.980769538,120.7480463,0.12,2.200972953,67.18219436944875,100.33266389851588
3600,0.99007103,121.1654334,0.12,2.200972953,66.47504943397387,101.30217200909647
3610,0.999307866,121.593231,0.12,2.200972953,65.76790454170226,102.2716801329327
3620,1.008479159,122.03132950000001,0.12,2.200972953,65.06075955092246,103.24118822541044
3630,1.017584078,122.4796185,0.12,2.200972953,64.35361451997794,104.21069640933999
3640,1.026621846,122.9379865,0.12,2.200972953,63.64646962977177,105.18020454601104
3650,1.035591745,123.4063211,0.12,2.200972953,62.93932463741347,106.14971267800296
3660,1.044493109,123.8845093,0.12,2.200972953,62.2321796208266,107.1192207969371
3670,1.053325325,124.3724375,0.12,2.200972953,61.52503473080574,108.08872888078828
3680,1.062087836,124.8699915,0.12,2.200972953,60.81788971287012,109.0582370483002
3690,1.070780132,125.3770567,0.12,2.200972953,60.11074482165549,110.02774515430566
3700,1.079401758,125.8935181,0.12,2.200972953,59.40359979105507,110.99725326087663
3710,1.087952305,126.4192607,0.12,2.200972953,58.69645484094647,111.96676142962828
3720,1.096431414,126.954169,0.12,2.200972953,57.98930983299693,112.93626951326685
3730,1.104838772,127.4981278,0.12,2.200972953,57.28216491533436,113.90577761956402
3740,1.113174113,128.0510217,0.12,2.200972953,56.57502000015336,114.87528572498142
3750,1.121437216,128.61273549999999,0.12,2.200972953,55.86787499101639,115.844793913154
3760,1.129627901,129.1831541,0.12,2.200972953,55.16073001881199,116.81430206535534
3770,1.137746031,129.7621627,0.12,2.200972953,54.453585119577845,117.78381016169482
3780,1.145791511,130.34964680000002,0.12,2.200972953,53.746440160802436,118.75331823122265
3790,1.153764284,130.9454924,0.12,2.200972953,53.039295209098555,119.72282632648026
3800,1.161664332,131.5495859,0.12,2.200972953,52.33215018520392,120.69233450163578
3810,1.169491671,132.1618141,0.12,2.200972953,51.62500528235947,121.66184256289773
3820,1.177246356,132.7820646,0.12,2.200972953,50.917860336808346,122.63135071489613
3830,1.184928474,133.4102254,0.12,2.200972953,50.21071533041172,123.60085884526517
3840,1.192538144,134.04618539999998,0.12,2.200972953,49.50357040789365,124.5703670106253
3850,1.200075518,134.689834,0.12,2.200972953,48.796425417936575,125.53987513686361
3860,1.207540777,135.3410616,0.12,2.200972953,48.08928041453514,126.5093833050624
3870,1.21493413,135.9997592,0.12,2.200972953,47.382135461777,127.4788913567254
3880,1.222255815,136.665819,0.12,2.200972953,46.67499054301165,128.4483995258428
3890,1.229506096,137.33913370000002,0.12,2.200972953,45.967845519528275,129.41790766257685
3900,1.23668526,138.0195972,0.12,2.200972953,45.260700592179376,130.38741577757932
3910,1.24379362,138.7071042,0.12,2.200972953,44.55355560833916,131.3569238304715
3920,1.25083151,139.4015507,0.12,2.200972953,43.8464107073935,132.3264319992164
3930,1.257799287,140.1028333,0.12,2.200972953,43.139265671017775,133.29594013342242
3940,1.264697325,140.81085000000002,0.12,2.200972953,42.43212081422025,134.26544827665055
3950,1.271526021,141.52549960000002,0.12,2.200972953,41.72497584270524,135.2349563831603
3960,1.278285788,142.2466822,0.12,2.200972953,41.01783078550401,136.2044645177226
3970,1.284977054,142.9742989,0.12,2.200972953,40.31068589919589,137.17397256142624
3980,1.291600267,143.7082521,0.12,2.200972953,39.60354092511995,138.14348072865945
3990,1.298155887,144.44844510000001,0.12,2.200972953,38.89639592524939,139.11298888254095
4000,1.298155887,144.44844510000001,0.12,2.200972953,38.89639592524939,139.11298888254095
4010,1.3045761,145.206965,0.12,2.174793015,38.202021906975276,140.09164217300832
4020,1.310789574,145.9952954,0.12,2.148613076,37.53350385519665,141.08813687651133
4030,1.31679193,146.81242,0.12,2.122433137,36.89130018539669,142.1017897033227
4040,1.32257936,147.6573057,0.12,2.096253198,36.275850901037586,143.13190618443164
4050,1.328148607,148.5289046,0.12,2.070073259,35.68757773268302,144.1777801786725
4060,1.333496947,149.4261574,0.12,2.043893321,35.12688408960272,145.23869501439756
4070,1.338622174,150.3479954,0.12,2.017713382,34.59415399723661,146.31392356851723
4080,1.343522574,151.2933433,0.12,1.991533443,34.0897526376207,147.4027289163857
4090,1.348196905,152.2611215,0.12,1.965353504,33.61402576764154,148.50436489251786
4100,1.352644374,153.250248,0.12,1.939173566,33.16729938545604,149.61807632614793
4110,1.356864613,154.2596411,0.12,1.912993627,32.74987966313073,150.7431001882052
4120,1.360857653,155.2882204,0.12,1.886813688,32.36205279055303,151.8786651711834
4130,1.364623904,156.3349095,0.12,1.860633749,32.00408429366974,153.02399327196005
4140,1.368164124,157.39863680000002,0.12,1.83445381,31.676219656955254,154.17829929903442
4150,1.3714794,158.47833780000002,0.12,1.808273872,31.37868351204053,155.34079236601733
4160,1.37457112,159.5729558,0.12,1.782093933,31.111679965743907,156.5106756501226
4170,1.377440954,160.68144339999998,0.12,1.755913994,30.875391820743097,157.68714732984103
4180,1.380090827,161.80276379999998,0.12,1.729734055,30.669981128744784,158.86940117870725
4190,1.382522899,162.9358916,0.12,1.703554117,30.49558870794928,160.05662698196082
4200,1.384739544,164.0798135,0.12,1.677374178,30.352333955761313,161.2480109075232
4210,1.386743329,165.23352970000002,0.12,1.651194239,30.240314964062694,162.44273664277844
4220,1.388536992,166.396054,0.12,1.6250143,30.159608741672603,163.63998529491545
4230,1.390123428,167.5664146,0.12,1.598834361,30.11027045639549,164.83893628309366
4240,1.391505668,168.7436548,0.12,1.572654423,30.09233397796893,166.0387679760963
4250,1.392686864,169.92683309999998,0.12,1.546474484,30.10581152784944,167.23865797011425
4260,1.393670272,171.115024,0.12,1.520294545,30.150693973722586,168.4377840373813
4270,1.394459239,172.3073179,0.12,1.494114606,30.226950487423526,169.63532434644176
4280,1.395057188,173.5028214,0.12,1.467934668,30.334528794856524,170.830458047019
4290,1.395467606,174.7006578,0.12,1.441754729,30.47335514029783,172.02236616860606
4300,1.395694031,175.8999669,0.12,1.41557479,30.64333447838415,173.21023182094922
4310,1.395740042,177.0999052,0.12,1.389394851,30.844350399021554,174.3932408962898
4320,1.395609251,178.2996458,0.12,1.363214912,31.076264813729114,175.57058255195383
4330,1.395305288,179.4983788,0.12,1.337034974,31.33891911726158,176.7414499781815
4340,1.394831799,180.69531080000002,0.12,1.310855035,31.632133079177926,177.90504068735595
4350,1.394192434,181.8896651,0.12,1.284675096,31.955705755044093,179.060557186353
4360,1.393390841,183.08068169999999,0.12,1.258495157,32.30941545715274,180.20720763763532
4370,1.39243066,184.26761679999998,0.12,1.232315219,32.69301976862769,181.34420602699097
4380,1.391315517,185.4497433,0.12,1.20613528,33.10625586299873,182.47077331115128
4390,1.390049019,186.6263499,0.12,1.179955341,33.54884051921225,183.58613721306327
4400,1.388634751,187.79674160000002,0.12,1.153775402,34.02047013236645,184.68953345425382
4410,1.387076267,188.9602391,0.12,1.127595463,34.520821744234716,185.78020569165042
4420,1.385377091,190.1161789,0.12,1.101415525,35.049552467420455,186.85740646645596
4430,1.383540714,191.2639131,0.12,1.075235586,35.606299676464765,187.92039771582577
4440,1.381570586,192.40280869999998,0.12,1.049055647,36.1906821414709,188.96845059899232
4450,1.379470121,193.53224830000002,0.12,1.022875708,36.80229907124596,190.0008471431731
4460,1.377242689,194.65162890000002,0.12,0.996695769,37.44073132027664,191.01687954635364
4470,1.374891616,195.76036259999998,0.12,0.970515831,38.105541528758,192.01585161148432
4480,1.372420184,196.8578757,0.12,0.944335892,38.79627401931908,192.99707859792738
4490,1.369831629,197.9436089,0.12,0.918155953,39.51245534858134,193.9598880611208
4500,1.369831629,197.9436089,0.12,0.918155953,39.51245534858134,193.9598880611208
4510,1.36719994,199.02395850000002,0.12,0.918155953,40.2411988783211,194.91326781377697
4520,1.364596686,200.1056716,0.12,0.918155953,40.96994229358766,195.866647581836
4530,1.362021442,201.1887262,0.12,0.918155953,41.698685858943,196.82002730315773
4540,1.359473793,202.27310070000001,0.12,0.918155953,42.42742935649418,197.77340697119024
4550,1.356953331,203.3587741,0.12,0.918155953,43.15617268571526,198.72678672633833
4560,1.354459652,204.4457257,0.12,0.918155953,43.88491637580339,199.68016644546444
4570,1.351992365,205.5339352,0.12,0.918155953,44.61365978978227,200.6335462452861
4580,1.349551081,206.6233826,0.12,0.918155953,45.34240326623082,201.58692592305806
4590,1.34713542,207.7140486,0.12,0.918155953,46.07114678748941,202.5403056665235
4600,1.344745009,208.805914,0.12,0.918155953,46.79989022056621,203.49368539765146
4610,1.34237948,209.8989601,0.12,0.918155953,47.52863378730995,204.4470650837844
4620,1.340038473,210.99316860000002,0.12,0.918155953,48.25737741005772,205.40044479350885
4630,1.337721635,212.0885215,0.12,0.918155953,48.98612086395883,206.35382457022112
4640,1.335428617,213.1850011,0.12,0.918155953,49.714864371433265,207.3072042996504
4650,1.333159078,214.2825901,0.12,0.918155953,50.44360777936528,208.26058401475342
4660,1.330912681,215.38127160000002,0.12,0.918155953,51.17235136454011,209.21396371145264
4670,1.328689098,216.481029,0.12,0.918155953,51.90109474631045,210.16734351709675
4680,1.326488003,217.5818459,0.12,0.918155953,52.62983830266216,211.12072324972502
4690,1.324309078,218.68370629999998,0.12,0.918155953,53.35858194116273,212.0741029318122
4700,1.322152012,219.7865945,0.12,0.918155953,54.087325255371354,213.02748266040018
4710,1.320016495,220.8904952,0.12,0.918155953,54.816068805108635,213.9808623930066
4720,1.317902226,221.9953932,0.12,0.918155953,55.54481232299507,214.93424209749796
4730,1.315808908,223.1012738,0.12,0.918155953,56.27355585453483,215.8876218838614
4740,1.313736249,224.20812229999999,0.12,0.918155953,57.00229940170257,216.84100158459518
4750,1.311683963,225.3159245,0.12,0.918155953,57.73104281090665,217.79438130781742
4760,1.309651767,226.4246665,0.12,0.918155953,58.459786355368266,218.74776108321868
4770,1.307639385,227.5343344,0.12,0.918155953,59.188529768241594,219.70114081343547
4780,1.305646543,228.6449148,0.12,0.918155953,59.917273444820474,220.65452047678033
4790,1.303672976,229.7563945,0.12,0.918155953,60.64601680858578,221.60790026281185
4800,1.301718419,230.86876039999999,0.12,0.918155953,61.374760247810165,222.56127995039125
4810,1.299782613,231.9819999,0.12,0.918155953,62.10350388359196,223.5146596601312
4820,1.297865305,233.09610039999998,0.12,0.918155953,62.83224741217149,224.46803938828916
4830,1.295966245,234.2110496,0.12,0.918155953,63.56099083498423,225.42141912162808
4840,1.294085186,235.3268355,0.12,0.918155953,64.28973444804369,226.37479884263638
4850,1.292221888,236.4434462,0.12,0.918155953,65.01847786692504,227.3281786026547
4860,1.290376112,237.5608701,0.12,0.918155953,65.74722142017178,228.28155834012517
4870,1.288547625,238.6790957,0.12,0.918155953,66.47596494610886,229.23493801917166
4880,1.286736198,239.79811189999998,0.12,0.918155953,67.20470831033026,230.18831780029225
4890,1.284941603,240.9179076,0.12,0.918155953,67.93345197145383,231.14169746197746
4900,1.28316362,242.0384721,0.12,0.918155953,68.66219546583456,232.09507726428413
4910,1.28140203,243.1597946,0.12,0.918155953,69.39093886212956,233.04845700786433
4920,1.279656617,244.2818647,0.12,0.918155953,70.11968243181371,234.0018366529859
4930,1.277927171,245.40467230000002,0.12,0.918155953,70.84842590507031,234.95521644229174
4940,1.276213483,246.5282072,0.12,0.918155953,71.5771695086043,235.90859617738107
4950,1.27451535,247.6524594,0.12,0.918155953,72.30591286384217,236.86197586737114
4960,1.272832569,248.7774194,0.12,0.918155953,73.03465647541755,237.81535559513657
4970,1.271164944,249.90307750000002,0.12,0.918155953,73.76339985763884,238.76873535999871
4980,1.269512279,251.02942439999998,0.12,0.918155953,74.49214335604995,239.72211515172523
4990,1.267874382,252.1564507,0.12,0.918155953,75.22088703913656,240.67549476975628
